sal,grade,patco,major,age,male,vet,handvet,hand,yos,edyrs,promo,exit,supmgr,race,minority,grade4
55325,13,1,BUSAD,37,0,0,0,0,18,16,0,0,0,5,0,4
42003,12,2,BUSAD,29,0,0,0,0,5,16,0,0,0,5,0,3
54941,13,2,,52,0,0,0,0,34,12,0,0,1,5,0,4
25760,7,3,,52,0,0,0,0,14,12,0,0,1,5,0,2
59517,13,2,EDUC,43,0,0,0,0,14,16,0,0,1,5,0,4
30895,9,2,,28,0,0,0,0,9,12,0,0,0,5,0,3
46202,12,1,EDUC,33,0,0,0,0,11,16,0,0,0,5,0,3
53201,12,2,SOC,44,0,0,0,1,22,16,0,0,0,5,0,3
44802,12,1,BUSAD,50,0,0,0,0,4,18,0,0,0,5,0,3
46202,12,2,,30,0,0,0,0,11,12,1,0,0,5,0,3
17525,3,5,,26,0,0,0,0,5,12,1,0,0,5,0,1
54601,12,2,,46,0,0,0,0,28,12,0,0,0,5,0,3
30779,7,4,,47,0,0,0,0,29,12,0,0,0,5,0,2
57208,13,2,LIBSC,39,0,0,0,0,15,18,0,0,0,5,0,4
36214,11,1,HEALT,30,0,0,0,0,2,16,1,0,0,5,0,3
32825,9,2,,43,0,0,0,0,23,12,0,0,0,5,0,3
51612,13,2,SOC,36,0,0,0,0,12,16,0,0,1,5,0,4
24576,5,4,,40,0,0,0,0,21,12,1,0,0,5,0,2
47602,12,1,,32,0,0,0,0,13,12,0,0,0,5,0,3
21395,5,4,,34,0,1,1,0,2,13,0,0,0,5,0,2
61172,14,2,PUBAF,40,0,0,0,0,8,18,,1,1,5,0,4
46202,12,1,PHYSI,33,0,0,0,0,9,16,1,0,0,5,0,3
106106,16,2,BUSAD,50,0,0,0,0,25,18,0,0,1,5,0,4
64928,13,1,BUSAD,32,0,0,0,0,1,16,1,0,0,5,0,4
20761,4,4,,38,0,0,0,0,6,12,0,0,0,5,0,1
28964,9,2,LAW,27,0,0,0,0,1,18,1,0,0,5,0,3
28412,7,3,,52,0,0,0,0,15,12,0,0,0,5,0,2
30596,8,3,,52,0,0,0,0,18,12,0,0,0,5,0,2
22486,6,4,,51,0,0,0,0,2,13,0,0,0,5,0,2
45063,11,2,COMPU,44,0,0,0,0,22,14,0,0,0,5,0,3
46202,12,1,ARCHI,32,0,0,0,0,6,16,1,0,0,5,0,3
64928,13,2,LANG,47,0,0,0,1,26,16,0,0,1,5,0,4
23883,6,2,,37,0,0,0,0,10,12,0,0,0,5,0,2
37382,11,2,,40,0,0,0,0,15,12,0,0,0,5,0,3
31512,9,2,BUSAD,32,0,0,0,0,10,16,0,0,0,5,0,3
29602,9,2,PSYCH,25,0,0,0,0,3,16,,1,0,5,0,3
38551,11,2,,53,0,0,0,0,34,14,0,0,0,5,0,3
29662,7,3,,55,0,0,0,0,32,12,0,0,0,5,0,2
47873,12,1,HEALT,41,0,0,0,0,9,18,0,0,0,5,0,3
47873,12,1,,44,0,0,0,0,22,12,0,0,1,5,0,3
28078,8,3,,38,0,1,0,0,10,15,0,0,0,5,0,2
23167,6,4,,28,0,0,0,0,3,12,1,0,0,5,0,2
38551,11,2,,36,0,0,0,0,18,12,0,0,0,5,0,3
31126,8,3,,42,0,0,0,0,16,12,0,0,0,5,0,2
24199,7,3,,51,0,0,0,0,4,12,,1,0,5,0,2
64845,14,1,ENGR,39,0,0,0,0,11,16,0,0,0,5,0,4
36973,11,2,,54,0,0,0,0,17,12,0,0,0,5,0,3
66894,14,2,BUSAD,57,0,0,0,0,32,16,0,0,1,5,0,4
32050,8,3,,56,0,0,0,0,20,12,,1,0,5,0,2
29990,7,3,,47,0,0,0,0,26,12,0,0,0,5,0,2
28935,7,4,,44,0,0,0,0,15,12,0,0,0,5,0,2
60990,14,2,,37,0,0,0,0,16,12,0,0,0,5,0,4
25564,6,3,,65,0,0,0,0,19,13,,1,0,5,0,2
59934,13,1,LIBSC,46,0,0,0,0,7,18,0,0,0,5,0,4
46202,12,2,BUSAD,50,0,0,0,0,22,16,0,0,0,5,0,3
22727,6,3,,31,0,0,0,0,7,12,0,0,0,5,0,2
39357,11,2,,58,0,0,0,0,20,13,0,0,0,5,0,3
24980,7,3,,31,0,0,0,0,4,13,1,0,0,5,0,2
41596,11,2,ARTS,37,0,0,0,0,18,13,0,0,0,5,0,3
27321,7,3,,48,0,0,0,0,23,12,0,0,0,5,0,2
21832,4,4,PSYCH,79,0,1,0,0,24,14,,1,0,5,0,1
31126,8,4,,59,0,0,0,0,26,12,0,0,0,5,0,2
29602,9,2,,39,0,0,0,0,20,12,0,0,0,5,0,3
22686,5,3,,34,0,0,0,0,13,12,0,0,0,5,0,2
21965,4,4,,45,0,0,0,0,18,12,1,0,0,5,0,1
50223,12,1,BIO,41,0,0,0,0,16,16,0,0,0,5,0,3
22647,6,4,,27,0,0,0,0,3,12,0,0,0,5,0,2
48466,12,2,,60,0,0,0,0,39,12,,1,0,5,0,3
41596,11,1,,47,0,0,0,0,17,18,0,0,0,5,0,3
48828,12,2,,44,0,0,0,0,19,14,1,0,0,5,0,3
24585,6,4,SOC,31,0,0,0,0,5,16,0,0,0,5,0,2
22056,5,4,,50,0,0,0,1,15,12,0,0,0,5,0,2
27444,6,4,,53,0,0,0,0,19,12,0,0,0,5,0,2
43402,12,2,EDUC,45,0,0,0,0,4,18,0,0,0,5,0,3
25287,6,3,,28,0,0,0,0,9,12,0,0,0,5,0,2
33216,8,3,,60,0,0,0,0,35,12,0,0,0,5,0,2
,9,3,,35,0,0,0,0,17,12,0,0,0,5,0,3
39285,11,2,,47,0,0,0,0,26,12,0,0,0,5,0,3
25454,6,4,,50,0,0,0,0,17,12,1,0,0,5,0,2
23883,6,3,,43,0,0,0,0,7,12,0,0,0,5,0,2
20934,5,4,,57,0,0,0,0,5,12,0,0,0,5,0,2
60809,14,1,LAW,44,0,0,0,0,2,18,1,0,0,5,0,4
80916,15,1,LAW,40,0,0,0,0,5,18,0,0,1,5,0,4
59860,13,2,,54,0,0,0,0,36,12,,1,0,5,0,4
21306,6,3,,30,0,0,0,0,7,12,0,0,0,5,0,2
27623,7,3,BUSAD,40,0,0,0,0,5,13,0,0,0,5,0,2
26984,6,4,,50,0,0,0,0,32,12,,1,0,5,0,2
20840,4,3,,61,0,0,0,0,29,12,0,0,0,5,0,1
22660,6,3,BIO,47,0,0,0,1,16,16,0,0,0,5,0,2
24576,5,4,,51,0,0,0,0,28,12,1,0,0,5,0,2
45697,12,2,COMPU,34,0,0,0,0,12,16,0,0,0,5,0,3
23316,5,4,,46,0,0,0,0,24,12,0,0,0,5,0,2
28882,7,3,,60,0,0,0,0,18,13,0,0,0,5,0,2
20277,4,4,,52,0,0,0,0,14,12,1,0,0,5,0,1
41596,11,2,,40,0,1,0,0,17,15,0,0,0,5,0,3
38129,11,2,BUSAD,47,0,0,0,0,27,16,1,0,0,5,0,3
47217,12,1,ENGR,40,0,0,0,0,3,16,0,0,0,5,0,3
25930,7,3,,28,0,0,0,0,9,13,0,0,0,5,0,2
41999,12,1,,35,0,0,0,0,17,12,0,0,0,5,0,3
45697,12,2,,40,0,0,0,0,20,12,0,0,0,5,0,3
23825,5,4,ARCHI,38,0,0,0,1,14,16,0,0,0,5,0,2
71740,15,2,SOC,47,0,0,0,0,9,20,0,0,1,5,0,4
27805,7,3,,55,0,0,0,0,7,12,,1,0,5,0,2
35045,11,2,COMM,29,0,0,0,0,5,16,1,0,0,5,0,3
44312,12,2,,53,0,0,0,1,29,14,0,0,1,5,0,3
48466,12,2,HEALT,41,0,0,0,0,10,18,0,0,0,5,0,3
31201,8,3,,64,0,0,0,0,20,12,,1,0,5,0,2
30557,9,3,,58,0,0,0,0,3,12,0,0,0,5,0,3
24585,6,3,,45,0,0,0,0,9,12,1,0,0,5,0,2
20934,5,3,,30,0,0,0,1,7,14,0,0,0,5,0,2
45697,12,1,,58,0,0,0,0,21,12,,1,1,5,0,3
33345,9,1,MATHS,25,0,0,0,0,3,16,1,0,0,5,0,3
23946,5,4,,59,0,0,0,0,19,13,0,0,0,5,0,2
36023,11,2,,45,0,0,0,0,25,12,0,0,0,5,0,3
23316,5,4,,51,0,0,0,0,19,12,1,0,0,5,0,2
25760,7,3,,52,0,0,0,0,8,12,0,0,0,5,0,2
23839,5,4,,57,0,0,0,0,12,12,0,0,0,5,0,2
35045,11,2,,25,0,0,0,0,3,12,1,0,0,5,0,3
60573,13,1,PSYCH,64,0,0,0,0,12,20,0,0,0,5,0,4
21426,5,4,,53,0,0,0,0,7,12,0,0,0,5,0,2
43402,12,2,LIT,32,0,0,0,0,7,16,0,0,0,5,0,3
27321,7,3,,48,0,0,0,0,11,12,0,0,0,5,0,2
19151,4,4,,35,0,1,1,0,10,12,0,0,0,5,0,1
52693,13,1,ENGR,34,0,0,0,0,12,16,0,0,1,5,0,4
,9,2,,35,0,0,0,0,9,12,,1,0,5,0,3
73089,14,2,BIO,48,0,0,0,0,24,16,0,0,1,5,0,4
30166,7,3,,48,0,0,0,0,16,12,0,0,0,5,0,2
30567,9,3,,45,0,1,0,0,6,12,0,0,0,5,0,3
55262,13,2,,39,0,0,0,0,20,12,0,0,0,5,0,4
24956,5,4,,67,0,0,0,0,10,12,0,0,0,5,0,2
39951,11,2,SOC,47,0,0,0,0,5,16,1,0,0,5,0,3
58611,13,2,COMM,40,0,0,0,0,6,18,0,0,1,5,0,4
20796,5,3,,35,0,0,0,0,7,13,0,0,0,5,0,2
43712,11,2,,51,0,0,0,0,27,13,0,0,0,5,0,3
22686,5,4,EDUC,50,0,0,0,0,12,16,0,0,0,5,0,2
25989,6,3,COMPU,47,0,1,0,0,24,13,0,0,0,5,0,2
49947,13,2,ARTS,30,0,0,0,0,6,16,1,0,1,5,0,4
34375,9,1,PSYCH,63,0,1,0,0,10,16,0,0,0,5,0,3
28882,7,3,,50,0,0,0,0,31,12,0,0,1,5,0,2
51612,13,2,EDUC,44,0,0,0,0,21,16,0,0,0,5,0,4
18622,4,4,EDUC,43,0,0,0,0,6,14,0,0,0,5,0,1
19151,4,4,EDUC,43,0,0,0,0,7,16,1,0,0,5,0,1
24585,6,3,,35,0,0,0,0,13,12,0,0,1,5,0,2
32856,8,3,,45,0,0,0,0,23,12,0,0,0,5,0,2
51801,12,2,SOC,44,0,1,0,0,16,18,0,0,0,5,0,3
35330,9,3,,54,0,0,0,1,29,14,0,0,0,5,0,3
80996,15,2,SOC,48,0,0,0,0,18,16,0,0,1,5,0,4
19151,4,4,,36,0,0,0,0,9,12,0,0,0,5,0,1
42928,12,3,,55,0,0,0,0,15,12,0,0,1,5,0,3
24585,6,4,BUSAD,42,0,0,0,0,15,14,1,0,0,5,0,2
20450,5,4,,25,0,0,0,0,8,12,,1,0,5,0,2
21965,4,4,,57,0,0,0,0,16,13,0,0,0,5,0,1
20049,4,3,,29,0,0,0,0,4,13,,0,0,5,0,1
25760,7,3,EDUC,53,0,0,0,0,6,16,1,0,0,5,0,2
25760,7,3,,38,0,1,1,1,6,14,0,0,0,5,0,2
47081,12,2,,46,0,0,0,0,12,13,0,0,0,5,0,3
41596,11,1,,47,0,0,0,0,28,13,0,0,0,5,0,3
34662,11,1,BUSAD,44,0,0,0,0,21,16,0,0,0,5,0,3
28648,9,1,BUSAD,26,0,0,0,0,2,16,1,0,0,5,0,3
46065,12,2,,38,0,0,0,0,21,14,0,0,1,5,0,3
40766,11,2,,47,0,0,0,0,15,14,0,0,0,5,0,3
45697,12,1,AGRIC,48,0,0,0,0,14,18,0,0,0,5,0,3
24199,7,2,,43,0,0,0,0,2,14,0,0,0,5,0,2
44833,11,1,ENGR,31,0,0,0,0,5,14,0,0,0,5,0,3
20277,4,4,,58,0,0,0,0,20,12,0,0,0,5,0,1
19573,3,4,,57,0,0,0,1,29,12,0,0,0,5,0,1
27321,7,3,,38,0,1,0,0,15,12,0,0,0,5,0,2
22447,5,3,,32,0,0,0,0,9,12,0,0,0,5,0,2
39945,11,2,,55,0,0,0,0,23,13,0,0,1,5,0,3
43224,11,2,BUSAD,51,0,0,0,0,24,16,0,0,0,5,0,3
23308,4,4,,59,0,0,0,0,12,12,0,0,0,5,0,1
38129,11,2,,55,0,0,0,0,15,12,0,0,0,5,0,3
21599,5,4,,51,0,0,0,0,11,12,0,0,0,5,0,2
38129,11,2,AGRIC,40,0,0,0,0,16,16,0,0,0,5,0,3
26541,7,4,,37,0,0,0,0,13,14,0,0,0,5,0,2
40349,11,1,HEALT,47,0,0,0,0,4,14,0,0,0,5,0,3
20215,4,4,,47,0,0,0,0,5,13,,1,0,5,0,1
28101,7,3,,50,0,0,0,1,22,13,0,0,0,5,0,2
42591,11,1,HEALT,41,0,0,0,0,5,16,0,0,0,5,0,3
60377,13,1,BIO,40,0,0,0,0,19,16,0,0,0,5,0,4
28814,9,1,BUSAD,39,0,0,0,0,15,18,0,0,0,5,0,3
40440,11,2,,50,0,0,0,0,28,16,,1,0,5,0,3
24576,5,3,,51,0,0,0,0,18,12,0,0,0,5,0,2
26169,7,2,HEALT,43,0,0,0,0,6,14,0,0,0,5,0,2
58653,13,1,ENGR,41,0,0,0,0,13,16,0,0,0,5,0,4
24585,6,3,,46,0,0,0,0,17,12,0,0,0,5,0,2
34662,11,1,COMPU,25,0,0,0,0,3,16,0,0,0,5,0,3
34375,9,1,BUSAD,41,0,0,0,0,20,14,0,0,0,5,0,3
28101,7,3,,40,0,0,0,0,20,12,0,0,0,5,0,2
23419,7,3,BIO,43,0,0,0,0,4,16,0,0,0,5,0,2
33421,9,2,,40,0,0,0,0,21,14,0,0,1,5,0,3
33421,9,2,,42,0,0,0,0,23,12,,1,1,5,0,3
51419,12,2,,40,0,0,0,0,17,13,0,0,0,5,0,3
29641,9,3,,35,0,0,0,0,7,12,0,0,0,5,0,3
25891,6,3,,65,0,0,0,0,22,12,0,0,0,5,0,2
60990,14,2,PHYSI,36,0,0,0,0,6,16,0,0,0,5,0,4
21426,5,4,,29,0,0,0,0,10,12,0,0,0,5,0,2
58270,13,1,,54,0,0,0,0,24,12,0,0,0,5,0,4
39285,11,2,,58,0,0,0,0,29,12,,1,0,5,0,3
27614,6,3,,57,0,0,0,0,26,14,,1,0,5,0,2
47602,12,2,,52,0,0,0,0,6,15,0,0,0,5,0,3
43577,11,1,ENGR,31,0,0,0,0,4,16,1,0,0,5,0,3
47209,11,2,,53,0,0,0,0,35,14,,1,0,5,0,3
34375,9,1,AGRIC,40,0,0,0,0,15,16,0,0,0,5,0,3
23316,5,4,,48,0,0,0,0,17,12,0,0,0,5,0,2
79524,15,2,,54,0,0,0,0,35,13,,1,1,5,0,4
19573,3,4,,31,0,0,0,0,12,12,0,0,0,5,0,1
20796,5,3,,41,0,0,0,0,8,12,0,0,0,5,0,2
21426,5,4,,34,0,0,0,0,9,14,1,0,0,5,0,2
33502,9,1,ARTS,41,0,0,0,0,8,18,0,0,0,5,0,3
18031,4,4,,27,0,0,0,1,5,12,1,0,0,5,0,1
54004,12,2,,36,0,1,0,0,15,14,1,0,0,5,0,3
47943,10,1,HEALT,38,0,0,0,0,14,16,0,0,0,5,0,3
20450,5,4,,33,0,0,0,0,5,12,1,0,0,5,0,2
48992,12,2,,65,0,0,0,0,21,12,,1,0,5,0,3
33421,9,2,,58,0,0,0,0,24,12,0,0,0,5,0,3
34375,9,3,,55,0,0,0,0,19,12,,1,0,5,0,3
25287,6,3,,58,0,0,0,0,16,14,0,0,0,5,0,2
26801,7,3,,44,0,0,0,0,8,12,0,0,0,5,0,2
19151,4,4,BUSAD,39,0,1,0,0,5,14,0,0,0,5,0,1
24061,6,4,,57,0,0,0,0,14,12,0,0,0,5,0,2
49850,12,1,ENGR,44,0,0,0,0,10,18,0,0,0,5,0,3
28531,8,3,,38,0,0,0,0,8,12,0,0,1,5,0,2
38129,11,2,BIO,36,0,0,0,0,11,16,1,0,0,5,0,3
30895,9,2,,27,0,0,0,0,8,12,0,0,0,5,0,3
47081,12,2,,39,0,0,0,0,21,12,0,0,1,5,0,3
21403,4,4,,57,0,0,0,0,24,12,0,0,0,5,0,1
22056,5,4,,36,0,0,0,0,14,10,0,0,1,5,0,2
48356,12,1,INTER,45,0,0,0,0,9,16,0,0,0,5,0,3
28882,7,3,,47,0,0,0,0,26,13,0,0,0,5,0,2
36973,11,3,,49,0,0,0,0,20,12,0,0,0,5,0,3
22056,5,4,,61,0,0,0,0,15,12,0,0,0,5,0,2
20796,5,3,,40,0,0,0,0,9,12,0,0,0,5,0,2
41012,10,2,,48,0,0,0,0,28,14,0,0,0,5,0,3
23181,6,3,,46,0,0,0,0,7,12,0,0,1,5,0,2
23941,6,3,,40,0,0,0,0,6,13,0,0,0,5,0,2
23181,6,3,,30,0,0,0,0,5,13,0,0,0,5,0,2
25989,6,3,,51,0,0,0,0,28,12,0,0,0,5,0,2
20166,5,4,,31,0,0,0,0,3,12,0,0,0,5,0,2
32856,8,3,BUSAD,38,0,0,0,0,18,13,0,0,0,5,0,2
35755,10,2,,39,0,0,0,0,20,12,0,0,1,5,0,3
66894,14,1,LAW,54,0,0,0,0,3,18,0,0,0,5,0,4
22686,5,3,,40,0,0,0,0,15,12,1,0,0,5,0,2
22686,5,4,,70,0,0,0,0,14,12,0,0,0,5,0,2
16900,4,4,SOC,35,0,0,0,0,1,16,0,0,0,5,0,1
39228,11,2,,48,0,0,0,0,27,13,0,0,0,5,0,3
27934,6,3,,33,0,0,0,0,9,12,0,0,0,5,0,2
40879,11,2,PUBAF,38,0,0,0,0,10,16,0,0,0,5,0,3
49147,12,1,,57,0,0,0,1,28,14,0,0,0,5,0,3
56594,13,2,,48,0,0,0,0,15,14,0,0,0,5,0,4
22139,5,4,,38,0,0,0,0,7,12,0,0,0,5,0,2
24576,5,4,,60,0,0,0,0,23,14,,1,0,5,0,2
42181,11,2,BUSAD,61,0,0,0,0,18,14,0,0,0,5,0,3
35330,9,3,,70,0,0,0,1,26,12,,1,0,5,0,3
23181,6,3,,38,0,0,0,0,8,13,0,0,0,5,0,2
32923,8,3,,55,0,0,0,0,20,12,0,0,1,5,0,2
45063,11,1,HEALT,52,0,0,0,0,16,18,0,0,0,5,0,3
27393,6,4,,40,0,0,0,0,22,12,1,0,0,5,0,2
38221,11,1,BUSAD,28,0,0,0,0,7,16,1,0,0,5,0,3
24926,5,4,,33,0,0,0,0,14,12,1,0,0,5,0,2
19052,5,4,,24,0,0,0,0,4,12,0,0,0,5,0,2
69427,15,2,,41,0,0,0,0,15,12,0,0,1,5,0,4
28412,7,3,,51,0,0,0,0,14,12,0,0,0,5,0,2
29548,7,3,LIT,56,1,1,0,0,21,14,0,0,0,5,0,2
55250,12,1,PHYSI,49,1,1,0,0,23,16,0,0,1,5,0,3
74765,14,1,PSYCH,57,1,1,0,0,19,20,1,0,0,5,0,4
95469,15,1,HEALT,55,1,0,0,0,17,18,0,0,1,5,0,4
51235,12,1,AGRIC,61,1,0,0,1,38,16,,1,1,5,0,3
55203,13,1,PSYCH,36,1,0,0,0,6,20,0,0,0,5,0,4
62102,13,1,ENGR,37,1,0,0,0,5,20,0,0,0,5,0,4
85249,15,2,PUBAF,50,1,1,0,0,24,16,0,0,1,5,0,4
49850,12,1,BUSAD,44,1,1,0,0,16,18,0,0,0,5,0,3
25061,5,3,,33,1,0,0,0,12,12,0,0,0,5,0,2
56605,13,1,BIO,42,1,0,0,0,13,20,0,0,0,5,0,4
63399,14,1,AGRIC,47,1,1,0,0,15,18,,1,1,5,0,4
76814,14,1,BUSAD,55,1,0,0,0,32,18,0,0,1,5,0,4
46103,11,1,BUSAD,58,1,1,0,0,19,16,0,0,0,5,0,3
65619,13,2,BUSAD,62,1,1,0,0,21,18,0,0,1,5,0,4
37827,11,3,,46,1,1,0,0,5,14,0,0,1,5,0,3
116529,16,2,BUSAD,64,1,1,0,0,17,18,0,0,1,5,0,4
47013,12,1,ENGR,47,1,1,1,1,9,16,0,0,0,5,0,3
20796,5,3,,32,1,1,0,0,9,13,0,0,0,5,0,2
49002,12,2,BUSAD,50,1,0,0,0,18,16,0,0,0,5,0,3
25143,5,3,,66,1,0,0,0,13,12,0,0,0,5,0,2
59756,13,1,ENGR,41,1,0,0,0,3,16,0,0,0,5,0,4
45063,11,1,BIO,63,1,1,0,0,31,18,0,0,0,5,0,3
68111,14,1,ENGR,45,1,0,0,0,11,18,0,0,1,5,0,4
65026,14,2,EDUC,48,1,1,0,0,24,16,0,0,1,5,0,4
22447,5,4,,33,1,0,0,0,10,12,0,0,0,5,0,2
67880,14,1,AGRIC,61,1,1,0,0,26,18,,1,1,5,0,4
66894,14,1,LAW,44,1,0,0,0,11,18,0,0,0,5,0,4
73391,14,1,ENGR,49,1,0,0,0,24,16,0,0,0,5,0,4
74054,15,2,,46,1,1,0,0,18,15,0,0,0,5,0,4
30557,9,1,EDUC,62,1,1,1,0,10,18,0,0,0,5,0,3
65235,14,2,,29,1,0,0,0,7,13,0,0,0,5,0,4
22479,6,3,,54,1,0,0,0,7,13,0,0,0,5,0,2
39013,9,3,,43,1,0,0,0,19,15,0,0,0,5,0,3
41543,12,2,SOC,37,1,0,0,0,4,16,0,0,0,5,0,3
74741,14,2,,56,1,0,0,0,28,18,0,0,1,5,0,4
47081,12,2,SOC,37,1,0,0,0,7,16,0,0,0,5,0,3
38734,11,1,BUSAD,45,1,0,0,0,4,16,0,0,0,5,0,3
35327,8,3,,43,1,1,0,0,23,13,0,0,0,5,0,2
52619,12,2,PUBAF,50,1,1,0,0,18,16,0,0,0,5,0,3
54941,13,1,LIBSC,47,1,0,0,0,12,18,0,0,0,5,0,4
48304,12,2,,34,1,0,0,0,6,15,0,0,0,5,0,3
36123,9,1,HEALT,25,1,0,0,0,2,16,,1,0,5,0,3
61479,13,2,ENGR,56,1,0,0,0,18,16,0,0,1,5,0,4
20796,5,3,,29,1,0,0,0,6,12,,1,0,5,0,2
28773,7,5,,38,1,0,0,0,7,12,0,0,0,5,0,2
63263,13,1,BIO,41,1,0,0,0,17,16,0,0,1,5,0,4
68108,14,2,,30,1,0,0,0,10,12,0,0,0,5,0,4
51801,12,2,SOC,55,1,1,0,0,28,16,0,0,0,5,0,3
32466,9,2,,52,1,1,0,0,19,12,0,0,0,5,0,3
64926,14,1,ENGR,34,1,0,0,0,12,16,0,0,0,5,0,4
75532,15,2,BUSAD,41,1,0,0,0,17,18,0,0,1,5,0,4
111839,16,1,ENGR,47,1,0,0,0,25,18,0,0,1,5,0,4
57280,13,1,ENGR,44,1,0,0,0,16,16,0,0,1,5,0,4
54340,13,2,SOC,45,1,0,0,0,23,16,0,0,1,5,0,4
26045,7,3,SOC,30,1,0,0,0,7,16,0,0,0,5,0,2
83926,15,2,,37,1,1,0,0,15,12,0,0,1,5,0,4
45063,11,2,,50,1,1,0,0,27,12,,1,0,5,0,3
58026,12,1,ENGR,45,1,0,0,0,3,18,0,0,0,5,0,3
48356,12,1,ENGR,31,1,0,0,0,6,16,0,0,0,5,0,3
58270,13,1,BIO,40,1,0,0,0,3,16,0,0,0,5,0,4
75289,14,1,ENGR,52,1,0,0,0,27,18,0,0,0,5,0,4
79509,14,1,ENGR,49,1,0,0,0,29,16,0,0,1,5,0,4
56576,12,1,PHYSI,48,1,0,0,0,26,16,0,0,0,5,0,3
41156,11,3,,67,1,1,0,0,5,12,0,0,0,5,0,3
67135,14,1,ENGR,42,1,0,0,0,7,18,0,0,1,5,0,4
71352,14,1,ENGR,48,1,0,0,0,21,16,0,0,1,5,0,4
42366,11,2,COMPU,45,1,1,0,0,11,14,1,0,0,5,0,3
33315,7,5,,29,1,0,0,0,9,12,0,0,0,5,0,2
47013,12,2,PUBAF,54,1,1,0,0,13,18,0,0,0,5,0,3
75894,14,2,SOC,59,1,1,0,0,32,18,0,0,1,5,0,4
21403,4,4,,55,1,1,1,1,8,15,0,0,0,5,0,1
