sal,grade,patco,major,age,male,vet,handvet,hand,yos,edyrs,promo,exit,supmgr,race,minority,grade4
16900,4,4,,47,1,1,0,0,3,15,1,0,0,5,0,1
45116,12,1,BUSAD,31,1,0,0,0,10,16,0,0,0,5,0,3
43907,11,3,,64,1,1,0,0,26,12,0,0,0,5,0,3
51612,13,1,ENGR,31,1,0,0,0,5,16,1,0,0,5,0,4
68865,14,2,PUBAF,46,1,1,0,0,20,18,0,0,1,5,0,4
31512,9,3,,38,1,0,0,0,13,14,0,0,0,5,0,3
39285,11,1,AGRIC,46,1,1,0,0,20,16,0,0,0,5,0,3
52693,13,1,ENGR,30,1,0,0,0,7,16,0,0,0,5,0,4
41012,10,3,,52,1,0,0,0,32,12,0,0,0,5,0,3
49850,12,2,,48,1,1,0,0,13,12,0,0,1,5,0,3
29440,7,5,,46,1,1,0,0,24,12,0,0,1,5,0,2
19123,4,3,,33,1,0,0,0,1,13,1,0,0,5,0,1
48466,12,1,AGRIC,44,1,0,0,0,17,18,0,0,0,5,0,3
49850,12,2,SOC,48,1,1,0,0,23,16,0,0,1,5,0,3
41470,11,1,ENGR,42,1,0,0,0,7,16,0,0,0,5,0,3
72783,14,1,LAW,44,1,1,0,0,16,18,0,0,0,5,0,4
64928,13,2,PUBAF,47,1,1,0,0,17,18,0,0,1,5,0,4
47081,12,1,ENGR,39,1,0,0,0,16,16,0,0,0,5,0,3
23316,5,5,,25,1,1,0,0,1,12,1,0,0,5,0,2
90252,15,2,BUSAD,60,1,1,0,0,35,16,0,0,1,5,0,4
40440,11,2,,47,1,1,0,0,13,13,0,0,0,5,0,3
20072,4,4,,35,1,0,0,1,11,13,0,0,0,5,0,1
54941,13,1,BUSAD,45,1,0,0,0,17,16,0,0,0,5,0,4
61606,13,1,PHYSI,41,1,0,0,0,10,18,0,0,1,5,0,4
47168,12,2,,45,1,1,0,0,12,15,0,0,0,5,0,3
71816,14,1,BIO,44,1,0,0,0,11,20,1,0,1,5,0,4
82159,15,2,COMPU,46,1,0,0,0,22,16,0,0,1,5,0,4
64928,13,1,BUSAD,49,1,0,0,0,27,16,0,0,0,5,0,4
26834,7,2,BUSAD,48,1,1,1,0,3,16,0,0,0,5,0,2
26283,5,5,LAW,32,1,0,0,0,3,16,,1,0,5,0,2
41543,12,2,,33,1,0,0,0,5,12,1,0,0,5,0,3
28648,9,2,SOC,33,1,0,0,0,2,16,0,0,0,5,0,3
40349,11,1,ENGR,31,1,0,0,0,13,16,1,0,0,5,0,3
44393,11,3,,47,1,1,0,0,17,12,0,0,0,5,0,3
58270,13,2,SOC,38,1,0,0,0,15,16,0,0,0,5,0,4
50401,12,2,THEO,45,1,1,1,0,16,16,0,0,0,5,0,3
43348,12,2,,33,1,0,0,0,10,15,0,0,0,5,0,3
64926,14,2,,42,1,1,0,0,14,14,0,0,0,5,0,4
38488,9,3,,53,1,0,0,0,27,10,0,0,0,5,0,3
67983,14,2,ENGR,45,1,0,0,0,21,18,0,0,1,5,0,4
59934,13,2,SOC,51,1,0,0,0,24,16,0,0,0,5,0,4
56605,13,1,INTER,45,1,0,0,0,23,16,0,0,0,5,0,4
29662,7,3,,47,1,1,0,0,18,12,0,0,0,5,0,2
44802,12,2,,38,1,0,0,0,3,13,0,0,0,5,0,3
49850,12,2,BUSAD,38,1,1,0,0,16,16,0,0,1,5,0,3
83313,15,1,AGRIC,48,1,0,0,0,26,16,0,0,1,5,0,4
111839,16,2,SOC,48,1,1,0,0,23,16,0,0,1,5,0,4
39285,11,1,AGRIC,35,1,0,0,0,12,16,0,0,0,5,0,3
54941,13,2,,34,1,0,0,0,12,12,0,0,0,5,0,4
43402,12,2,,28,1,0,0,0,3,14,0,0,0,5,0,3
42830,11,3,,49,1,0,0,0,29,13,0,0,0,5,0,3
43706,12,2,SOC,30,1,0,0,0,6,16,0,0,0,5,0,3
27623,7,3,,36,1,0,0,0,11,12,0,0,0,5,0,2
61599,13,2,,50,1,0,0,1,24,15,0,0,0,5,0,4
49850,12,2,,47,1,0,0,0,28,12,0,0,0,5,0,3
56089,13,1,ENGR,34,1,0,0,0,11,16,0,0,0,5,0,4
111839,16,2,PHYSI,58,1,0,0,0,36,16,,1,1,5,0,4
28531,8,3,,40,1,1,0,0,18,12,1,0,0,5,0,2
38129,11,2,,33,1,0,0,0,14,12,0,0,0,5,0,3
19573,5,4,,50,1,0,0,0,9,12,0,0,0,5,0,2
56605,13,2,BUSAD,67,1,1,0,0,11,16,,1,0,5,0,4
81528,15,1,LAW,40,1,0,0,0,16,18,0,0,0,5,0,4
24576,5,3,,58,1,1,0,0,34,10,,1,0,5,0,2
57632,13,1,PUBAF,50,1,1,0,0,20,18,0,0,0,5,0,4
37651,9,2,,47,1,0,0,0,20,12,0,0,0,5,0,3
24147,6,3,,56,1,0,0,0,9,12,0,0,0,5,0,2
56605,13,2,PHYSI,54,1,0,0,0,9,16,0,0,0,5,0,4
60323,14,2,,54,1,0,0,0,4,12,0,0,1,5,0,4
38129,11,1,PHYSI,33,1,0,0,0,5,16,0,0,0,5,0,3
64928,13,2,BUSAD,47,1,0,0,0,24,16,0,0,1,5,0,4
75894,14,1,LAW,54,1,0,0,0,27,18,0,0,0,5,0,4
44197,11,2,,50,1,1,1,0,8,12,0,0,0,5,0,3
70962,14,2,,51,1,0,0,0,28,12,0,0,1,5,0,4
49850,12,1,ENGR,38,1,0,0,0,13,16,0,0,0,5,0,3
32680,9,3,,36,1,0,0,0,8,15,0,0,0,5,0,3
23354,6,5,,42,1,1,0,0,9,12,0,0,0,5,0,2
52619,12,2,PUBAF,50,1,1,0,0,24,16,0,0,0,5,0,3
59934,13,2,LIT,45,1,0,0,0,15,16,0,0,1,5,0,4
51235,12,1,ENGR,41,1,0,0,0,17,16,0,0,0,5,0,3
51042,12,1,ENGR,35,1,0,0,0,13,16,0,0,0,5,0,3
34375,9,2,,43,1,0,0,0,18,12,0,0,0,5,0,3
32083,9,1,PSYCH,32,1,0,0,0,7,16,0,0,0,5,0,3
56535,13,2,BUSAD,42,1,0,0,0,20,16,0,0,0,5,0,4
54360,12,2,BUSAD,52,1,0,0,0,28,16,0,0,0,5,0,3
54698,13,1,ENGR,34,1,0,0,0,11,16,0,0,0,5,0,4
33421,9,2,,34,1,0,0,0,11,12,0,0,0,5,0,3
48466,12,3,BUSAD,44,1,1,0,0,17,16,0,0,1,5,0,3
26085,8,3,,56,1,0,0,0,6,12,0,0,0,5,0,2
28153,7,3,,43,1,0,0,0,21,15,0,0,0,5,0,2
23419,7,1,PSYCH,35,1,1,1,0,5,16,1,0,0,5,0,2
71779,14,2,,51,1,1,0,0,31,12,0,0,1,5,0,4
49147,12,2,BUSAD,50,1,1,0,0,17,18,0,0,1,5,0,3
40349,11,1,ENGR,28,1,0,0,0,3,16,1,0,0,5,0,3
28328,7,3,,46,1,1,0,1,5,12,,1,0,5,0,2
51801,12,2,,53,1,1,0,0,28,12,0,0,0,5,0,3
39285,11,2,,57,1,0,0,0,9,13,0,0,0,5,0,3
116529,16,2,LAW,77,1,1,0,0,28,18,0,0,1,5,0,4
56605,13,2,BUSAD,38,1,1,0,0,14,16,0,0,1,5,0,4
76733,14,2,SOC,53,1,1,0,0,26,18,0,0,0,5,0,4
58184,13,1,ENGR,39,1,0,0,0,16,16,0,0,1,5,0,4
51047,13,3,MILSC,40,1,0,0,0,12,16,0,0,0,5,0,4
90252,15,2,EDUC,69,1,1,0,0,29,16,,1,1,5,0,4
60103,13,1,ENGR,64,1,1,0,0,30,16,0,0,1,5,0,4
45954,11,1,HEALT,28,1,0,0,0,3,16,0,0,0,5,0,3
23181,6,3,,32,1,0,0,0,9,12,0,0,0,5,0,2
42928,12,2,LAW,37,1,0,0,0,4,18,0,0,0,5,0,3
40440,11,2,PSYCH,51,1,1,0,0,24,16,0,0,0,5,0,3
35395,9,3,,41,1,1,0,0,21,12,0,0,0,5,0,3
42751,11,2,SOC,50,1,0,0,0,21,16,0,0,0,5,0,3
17665,3,4,,46,1,1,0,0,9,10,0,0,0,5,0,1
44604,12,1,ENGR,27,1,0,0,0,5,18,0,0,0,5,0,3
48466,12,1,ENGR,32,1,0,0,0,12,16,0,0,0,5,0,3
42751,11,3,,42,1,0,0,0,22,12,0,0,0,5,0,3
33421,9,3,,48,1,0,0,1,13,13,0,0,0,5,0,3
39285,11,2,,61,1,1,0,0,7,12,0,0,0,5,0,3
64218,13,2,,47,1,0,0,0,23,15,0,0,1,5,0,4
49850,12,1,AGRIC,48,1,0,0,0,26,16,0,0,0,5,0,3
54651,13,2,,34,1,0,0,0,13,13,0,0,0,5,0,4
56928,13,1,PHYSI,49,1,1,1,0,12,16,0,0,0,5,0,4
66881,14,2,,42,1,1,0,0,15,14,0,0,0,5,0,4
56367,13,2,SOC,42,1,0,0,0,17,16,0,0,1,5,0,4
45279,12,2,SOC,29,1,0,0,0,7,16,0,0,0,5,0,3
67173,14,2,SOC,51,1,1,0,0,23,16,0,0,1,5,0,4
46694,12,2,ARTS,43,1,0,0,0,14,16,0,0,0,5,0,3
32856,8,5,,41,1,0,0,0,10,12,0,0,0,5,0,2
,9,2,,55,1,0,0,0,31,15,0,0,0,5,0,3
85372,15,2,LIT,56,1,0,0,0,31,16,0,0,1,5,0,4
59651,14,1,ENGR,38,1,0,0,0,9,16,0,0,1,5,0,4
49850,12,2,BUSAD,63,1,1,1,1,18,18,,1,0,5,0,3
36599,11,2,SOC,37,1,1,1,0,13,16,0,0,0,5,0,3
64847,13,1,PHYSI,54,1,0,0,0,27,18,0,0,0,5,0,4
45064,12,2,SOC,29,1,0,0,0,7,16,0,0,0,5,0,3
86589,15,1,HEALT,57,1,0,0,0,7,18,0,0,1,5,0,4
54941,13,1,SOC,44,1,0,0,0,14,16,0,0,0,5,0,4
33652,10,3,,41,1,1,0,0,12,13,0,0,0,5,0,3
111817,16,2,SOC,58,1,0,0,0,35,16,,1,1,5,0,4
33421,9,2,EDUC,44,1,1,1,1,13,16,0,0,0,5,0,3
54601,12,2,PSYCH,50,1,1,0,0,24,16,0,0,1,5,0,3
25112,5,4,,56,1,1,0,0,26,13,,1,0,5,0,2
45561,11,1,BIO,50,1,0,0,0,21,18,0,0,0,5,0,3
35330,9,3,,46,1,1,0,0,22,12,0,0,0,5,0,3
59279,13,1,ENGR,60,1,0,0,0,16,18,0,0,0,5,0,4
68274,14,1,MATHS,51,1,0,0,0,27,18,0,0,0,5,0,4
68108,14,1,ENGR,60,1,0,0,0,29,16,0,0,0,5,0,4
56576,12,3,,40,1,1,0,0,15,13,1,0,0,5,0,3
45697,12,1,BUSAD,46,1,0,0,0,16,18,0,0,0,5,0,3
53201,12,2,SOC,55,1,1,0,0,26,16,,1,0,5,0,3
65910,14,2,BUSAD,47,1,1,0,0,21,16,0,0,1,5,0,4
48466,12,2,BUSAD,58,1,1,0,0,31,16,0,0,1,5,0,3
43907,11,2,,51,1,1,1,1,29,12,,1,0,5,0,3
65700,13,1,PSYCH,61,1,0,0,1,27,20,0,0,1,5,0,4
28882,7,5,,39,1,0,0,0,5,13,1,0,0,5,0,2
52619,12,2,SOC,52,1,0,0,0,23,16,1,0,0,5,0,3
60925,13,3,,54,1,0,0,0,32,12,,1,1,5,0,4
38052,9,3,,59,1,1,0,0,26,12,0,0,0,5,0,3
75539,14,1,PHYSI,51,1,0,0,0,17,18,0,0,1,5,0,4
30261,8,3,SOC,29,1,0,0,0,6,16,0,0,0,5,0,2
39827,9,1,,44,1,0,0,1,6,14,,1,0,5,0,3
57632,13,1,ENGR,45,1,1,1,1,15,16,0,0,0,5,0,4
36313,11,1,BIO,37,1,0,0,0,3,16,0,0,0,5,0,3
31512,9,2,,36,1,0,0,0,11,12,1,0,1,5,0,3
74397,14,1,ENGR,50,1,0,0,0,27,18,0,0,0,5,0,4
34928,11,2,BUSAD,54,1,1,1,0,8,18,0,0,0,5,0,3
35891,11,2,,45,1,1,0,0,16,15,1,0,0,5,0,3
25989,6,3,,49,1,1,0,0,22,14,1,0,0,5,0,2
63075,13,1,ARCHI,63,1,1,0,0,29,16,,1,0,5,0,4
45063,11,2,AGRIC,55,1,1,0,0,28,16,,1,0,5,0,3
52619,12,3,,57,1,0,0,0,34,15,0,0,0,5,0,3
45697,12,3,,56,1,0,0,0,34,12,0,0,0,5,0,3
45697,12,1,ENGR,31,1,0,0,0,7,16,0,0,0,5,0,3
32856,8,3,,67,1,1,0,0,34,12,,1,0,5,0,2
18907,5,3,,34,1,1,0,0,1,13,0,0,0,5,0,2
16687,3,4,,50,1,1,0,1,3,10,0,0,0,5,0,1
54763,12,2,,57,1,1,0,0,33,14,0,0,1,5,0,3
72386,14,1,ENGR,58,1,1,0,0,33,16,0,0,0,5,0,4
38129,11,1,BIO,35,1,0,0,0,6,18,0,0,0,5,0,3
29602,9,2,,31,1,0,0,0,2,15,1,0,0,5,0,3
41596,11,2,ENGR,52,1,0,0,0,28,14,0,0,0,5,0,3
28882,7,5,,48,1,0,0,0,27,15,0,0,1,5,0,2
64216,14,1,PHYSI,56,1,0,0,0,14,18,0,0,0,5,0,4
61393,13,1,LIT,64,1,0,0,0,7,16,0,0,1,5,0,4
90252,15,1,PUBAF,57,1,0,0,0,33,18,0,0,1,5,0,4
38129,11,3,,47,1,1,0,0,7,15,0,0,0,5,0,3
19537,5,3,,48,1,1,1,1,7,12,0,0,0,5,0,2
54763,12,1,ENGR,61,1,0,0,0,39,16,,1,0,5,0,3
60990,14,1,ENGR,45,1,0,0,0,26,18,0,0,0,5,0,4
48466,12,1,LIBSC,44,1,0,0,1,18,18,0,0,1,5,0,3
54777,13,1,PHYSI,33,1,0,0,0,4,20,0,0,0,5,0,4
56414,12,1,ENGR,55,1,0,0,0,23,16,0,0,0,5,0,3
21426,5,3,,32,1,0,0,0,9,13,,0,0,5,0,2
50252,12,1,ENGR,59,1,0,0,0,17,16,0,0,0,5,0,3
58721,13,1,BUSAD,49,1,1,0,0,19,18,0,0,1,5,0,4
39601,11,2,,36,1,0,0,0,12,12,0,0,0,5,0,3
22056,5,3,,52,1,0,0,0,13,13,0,0,0,5,0,2
39601,11,2,BUSAD,46,1,1,1,0,23,18,0,0,0,5,0,3
64218,13,1,PHYSI,65,1,1,0,0,36,16,,1,1,5,0,4
34983,10,3,BIO,37,1,0,0,0,8,16,0,0,0,5,0,3
45697,12,2,BUSAD,55,1,1,1,0,20,16,0,0,0,5,0,3
52224,12,1,BUSAD,45,1,1,0,0,18,16,0,0,0,5,0,3
90252,15,1,LAW,62,1,1,0,0,35,18,0,0,1,5,0,4
43522,12,2,THEO,38,1,0,0,0,6,16,0,0,0,5,0,3
31032,8,5,,32,1,0,0,0,4,12,0,0,0,5,0,2
54746,13,1,BIO,46,1,1,0,0,16,18,0,0,0,5,0,4
24426,5,3,,41,1,1,0,0,19,12,0,0,0,5,0,2
20796,5,3,LIT,46,1,1,0,0,3,14,,1,0,5,0,2
43577,11,1,ENGR,29,1,0,0,0,5,16,,1,0,5,0,3
49288,12,1,ENGR,40,1,1,0,0,16,16,0,0,0,5,0,3
42591,11,1,ENGR,33,1,0,0,0,8,18,1,0,0,5,0,3
60113,13,1,BIO,55,1,0,0,0,29,18,0,0,0,5,0,4
60654,13,2,ENGR,47,1,1,0,0,17,16,1,0,1,5,0,4
55906,13,1,BUSAD,45,1,1,0,0,20,16,0,0,1,5,0,4
45697,12,2,,57,1,1,0,0,7,12,0,0,0,5,0,3
34012,9,2,,49,1,1,0,0,14,13,0,0,0,5,0,3
37975,9,1,ENGR,25,1,0,0,0,5,16,1,0,0,5,0,3
19151,4,4,,43,1,0,0,1,8,12,0,0,0,5,0,1
43000,11,2,,57,1,1,1,1,20,12,,1,0,5,0,3
44327,12,1,ENGR,34,1,1,0,0,6,16,0,0,0,5,0,3
45063,11,2,SOC,53,1,0,0,0,28,16,0,0,0,5,0,3
55163,13,2,COMPU,45,1,0,0,0,11,16,0,0,1,5,0,4
54340,13,1,MATHS,46,1,0,0,0,7,20,0,0,0,5,0,4
22479,6,5,,45,1,1,0,0,5,15,0,0,0,5,0,2
60323,14,1,LAW,39,1,0,0,0,6,18,0,0,0,5,0,4
34375,9,3,,44,1,1,0,0,21,13,0,0,0,5,0,3
45670,12,1,PHYSI,31,1,0,0,0,1,16,0,0,0,5,0,3
56355,13,1,COMPU,64,1,0,0,0,9,18,0,0,0,5,0,4
31702,8,3,,46,1,1,0,1,10,12,0,0,0,5,0,2
42966,10,3,,46,1,1,1,0,24,12,0,0,0,5,0,3
39285,11,2,PUBAF,42,1,0,0,0,17,16,0,0,0,5,0,3
55986,13,2,INTER,45,1,1,1,0,21,16,0,0,0,5,0,4
54601,12,1,SOC,62,1,0,0,0,37,16,0,0,0,5,0,3
51612,13,2,INTER,31,1,0,0,0,8,16,0,0,1,5,0,4
64928,13,2,,44,1,0,0,0,18,16,0,0,0,5,0,4
24576,5,5,,33,1,0,0,0,13,12,,0,0,5,0,2
31512,9,3,,40,1,0,0,1,15,12,0,0,1,5,0,3
38129,11,2,,36,1,0,0,0,15,14,0,0,0,5,0,3
52716,12,3,,49,1,0,0,0,25,12,0,0,1,5,0,3
52977,12,2,,45,1,1,0,0,21,15,0,0,0,5,0,3
35330,7,3,SOC,44,1,0,0,0,19,18,1,0,0,5,0,2
20467,5,5,,31,1,1,0,0,9,12,1,0,0,5,0,2
35536,11,1,BUSAD,38,1,0,0,0,3,16,0,0,1,5,0,3
54004,12,2,,53,1,0,0,0,14,15,0,0,0,5,0,3
22056,5,3,,32,1,0,0,0,10,13,0,0,0,5,0,2
90139,15,1,ENGR,63,1,1,0,0,38,16,,1,1,5,0,4
47081,12,1,ARCHI,37,1,0,0,0,7,16,0,0,0,5,0,3
45063,11,2,MATHS,48,1,0,0,0,27,16,0,0,0,5,0,3
67093,14,1,ENGR,43,1,0,0,0,18,18,0,0,1,5,0,4
32466,9,2,,58,1,1,1,0,12,14,0,0,0,5,0,3
68862,14,1,BIO,49,1,1,0,0,15,20,0,0,0,5,0,4
41596,11,3,AGRIC,58,1,0,0,0,32,16,0,0,1,5,0,3
54340,13,1,LAW,47,1,1,0,0,14,20,0,0,0,5,0,4
41596,11,1,EDUC,46,1,1,0,0,24,18,0,0,0,5,0,3
48466,12,1,ENGR,37,1,0,0,0,12,16,0,0,1,5,0,3
52693,13,1,ENGR,36,1,0,0,0,5,16,0,0,1,5,0,4
54340,13,1,BIO,48,1,0,0,0,7,20,0,0,1,5,0,4
36285,9,3,,55,1,0,0,0,33,13,1,0,0,5,0,3
62572,13,1,BUSAD,50,1,1,0,0,26,16,0,0,0,5,0,4
44327,12,1,,28,1,0,0,0,8,13,0,0,0,5,0,3
60109,13,2,BUSAD,50,1,1,0,0,25,16,0,0,1,5,0,4
33421,9,2,,48,1,0,0,0,29,12,0,0,0,5,0,3
52693,13,1,ENGR,30,1,0,0,0,10,16,0,0,0,5,0,4
54004,12,2,,53,1,0,0,0,25,12,0,0,0,5,0,3
20796,5,3,,52,1,0,0,0,10,14,,1,0,5,0,2
60323,14,2,,34,1,0,0,0,14,12,0,0,1,5,0,4
71778,14,2,SOC,48,1,1,0,0,22,18,1,0,1,5,0,4
61522,13,1,BUSAD,43,1,0,0,0,20,18,0,0,0,5,0,4
38909,10,3,,62,1,1,0,0,28,14,1,0,0,5,0,3
28531,8,3,,35,1,0,0,0,11,14,0,0,0,5,0,2
15054,3,3,ARTS,37,1,1,0,0,1,16,1,0,0,5,0,1
35818,11,1,BUSAD,30,1,0,0,0,4,16,0,0,0,5,0,3
64218,13,1,ENGR,46,1,0,0,0,19,16,0,0,1,5,0,4
28531,8,3,,34,1,0,0,1,10,13,0,0,0,5,0,2
48992,12,1,ENGR,40,1,0,0,1,10,16,0,0,0,5,0,3
34662,11,2,BUSAD,37,1,0,0,0,10,18,1,0,0,5,0,3
47602,12,3,EDUC,42,1,1,1,1,15,16,0,0,0,5,0,3
84469,15,2,PUBAF,50,1,1,0,0,25,18,0,0,1,5,0,4
65235,14,2,,48,1,1,0,0,6,14,0,0,0,5,0,4
56605,13,2,ARTS,42,1,0,0,0,12,16,1,0,0,5,0,4
43402,12,2,,48,1,1,0,0,1,15,0,0,0,5,0,3
55986,13,1,BUSAD,48,1,1,0,0,21,16,0,0,0,5,0,4
62723,13,2,BUSAD,53,1,0,0,0,30,16,0,0,0,5,0,4
62946,14,2,ENGR,37,1,0,0,0,6,16,0,0,0,5,0,4
26541,7,3,,60,1,0,0,0,12,14,0,0,0,5,0,2
39380,11,2,,40,1,1,0,0,15,15,0,0,0,5,0,3
20796,5,5,,39,1,0,0,0,5,12,0,0,0,5,0,2
30862,5,1,PHYSI,34,1,0,0,0,9,16,1,0,0,5,0,2
19714,4,4,,60,1,1,0,0,7,12,0,0,0,5,0,1
43394,12,2,COMM,46,1,0,0,0,4,18,0,0,0,5,0,3
75894,14,2,EDUC,59,1,1,0,0,34,16,,1,1,5,0,4
67093,14,3,,52,1,1,0,0,20,12,0,0,1,5,0,4
49850,12,1,AGRIC,47,1,0,0,0,23,16,0,0,0,5,0,3
20277,4,3,,43,1,0,0,0,14,12,0,0,0,5,0,1
39285,11,2,,52,1,0,0,0,12,12,0,0,0,5,0,3
43907,11,3,ENGR,48,1,1,0,0,20,14,0,0,0,5,0,3
62336,13,2,BUSAD,47,1,1,0,0,23,16,0,0,1,5,0,4
58890,13,2,SOC,50,1,1,0,0,23,16,0,0,0,5,0,4
33721,8,1,BUSAD,41,1,0,0,0,3,16,0,0,0,5,0,2
44802,12,2,SOC,29,1,0,0,0,7,16,0,0,0,5,0,3
18340,5,4,,45,1,0,0,0,7,13,1,0,0,5,0,2
45697,12,2,MATHS,45,1,0,0,0,20,16,0,0,1,5,0,3
82306,15,1,PHYSI,57,1,1,0,0,31,18,,1,1,5,0,4
49699,12,1,ENGR,61,1,1,1,1,11,16,0,0,1,5,0,3
47081,12,1,HEALT,51,1,1,0,0,15,18,0,0,1,5,0,3
58456,13,1,ENGR,52,1,1,0,0,25,18,1,0,1,5,0,4
33690,9,3,PHYSI,44,1,0,0,1,16,16,0,0,0,5,0,3
75894,14,2,BUSAD,53,1,1,0,0,28,16,0,0,1,5,0,4
47013,12,2,PUBAF,45,1,1,0,0,18,16,0,0,0,5,0,3
64218,13,2,EDUC,56,1,1,0,0,30,16,0,0,1,5,0,4
47593,12,1,ENGR,36,1,0,0,0,6,18,0,0,0,5,0,3
92235,15,1,PHYSI,54,1,0,0,0,32,16,0,0,1,5,0,4
29674,9,2,,49,1,1,0,0,11,12,0,0,0,5,0,3
56102,13,3,,38,1,1,0,0,13,14,0,0,1,5,0,4
21075,6,3,,34,1,0,0,0,3,12,0,0,0,5,0,2
37858,10,1,EDUC,41,1,0,0,0,15,16,0,0,0,5,0,3
78419,14,2,BUSAD,68,1,1,0,0,25,18,0,0,1,5,0,4
67454,14,2,THEO,56,1,0,0,0,24,18,,1,1,5,0,4
19537,5,4,,23,1,0,0,0,3,12,0,0,0,5,0,2
56414,12,1,ENGR,55,1,1,0,0,25,16,0,0,0,5,0,3
21426,5,3,,39,1,0,0,0,8,12,0,0,0,5,0,2
33421,9,5,,32,1,0,0,0,7,14,0,0,0,5,0,3
43907,11,2,MATHS,57,1,1,0,0,15,16,0,0,0,5,0,3
59559,13,1,ENGR,48,1,1,0,0,22,16,0,0,1,5,0,4
66894,14,1,LAW,48,1,0,0,0,21,18,0,0,0,5,0,4
33721,8,3,EDUC,50,1,1,0,1,20,16,0,0,0,5,0,2
42751,11,2,MILSC,52,1,0,0,0,29,16,0,0,0,5,0,3
54941,13,3,,56,1,1,0,0,33,15,0,0,0,5,0,4
76733,14,2,EDUC,49,1,0,0,0,21,18,0,0,1,5,0,4
35045,11,2,,26,1,0,0,0,8,12,1,0,0,5,0,3
22727,6,4,,26,1,0,0,1,5,12,0,0,0,5,0,2
